,identifier,session_identifier,organization_classification,first_action,primary_sponsor_1_clean,primary_sponsor_2_clean,num_sponsors,became_law,referred_to_committee,committee_passages,passed_first_chamber,passed_full_legislature
15944,HB 3539,102nd,lower,2021-02-19,Maura Hirschauer,,1,False,True,0,False,False
15945,SB 4233,102nd,upper,2022-11-14,Ann Gillespie,,2,False,True,0,False,False
15946,HB 627,102nd,lower,2021-02-04,C Davidsmeyer,,2,False,True,0,False,False
15947,HB 1016,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15948,HB 4445,102nd,lower,2022-01-10,Joe Sosnowski,,1,False,True,0,False,False
15949,HB 4626,102nd,lower,2022-01-19,Don Harmon,Lakesia Collins,13,False,True,1,True,False
15950,HB 5562,102nd,lower,2022-01-28,Lamont Robinson,,1,False,True,0,False,False
15951,HB 2091,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
15952,HB 1781,102nd,lower,2021-02-16,Lindsey LaPointe,,1,False,True,0,False,False
15953,SB 3931,102nd,upper,2022-01-21,Elgie Sims Jr,,1,False,True,0,False,False
15954,HB 5177,102nd,lower,2022-01-27,Marcus Evans Jr,,1,False,True,0,False,False
15955,SB 2134,102nd,upper,2021-02-26,Mike Simmons,,8,False,True,0,False,False
15956,SB 199,102nd,upper,2021-02-17,Craig Wilcox,,1,False,True,0,False,False
15957,HB 5289,102nd,lower,2022-01-27,Eva Delgado,,1,False,True,0,False,False
15958,SB 2739,102nd,upper,2021-02-26,Don Harmon,,1,False,True,1,False,False
15959,HB 674,102nd,lower,2021-02-05,Kathleen Willis,,1,False,True,0,False,False
15960,HB 1709,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15961,HB 2185,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
15962,HB 5487,102nd,lower,2022-01-28,Joyce Mason,,4,False,True,0,False,False
15963,SB 1759,102nd,upper,2021-02-26,Neil Anderson,,1,False,True,0,False,False
15964,HB 478,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
15965,SB 446,102nd,upper,2021-02-19,Don Harmon,,1,False,True,0,False,False
15966,SB 713,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
15967,SB 1369,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
15968,HB 1471,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15969,SB 1742,102nd,upper,2021-02-26,Don Harmon,,1,False,True,0,False,False
15970,SB 3122,102nd,upper,2022-01-11,Don Harmon,,4,False,True,1,False,False
15971,SB 569,102nd,upper,2021-02-23,Ram Villivalam,,6,False,True,0,False,False
15972,SB 3371,102nd,upper,2022-01-14,Dan McConchie,,1,False,True,0,False,False
15973,HB 4074,102nd,lower,2021-04-29,Kambium Buckner,,2,False,True,0,False,False
15974,SB 1586,102nd,upper,2021-02-26,Robert Martwick,,3,False,True,0,False,False
15975,SB 596,102nd,upper,2021-02-24,Jason Barickman,,1,False,True,0,False,False
15976,HB 4503,102nd,lower,2022-01-13,Jay Hoffman,,1,False,True,0,False,False
15977,HB 2641,102nd,lower,2021-02-18,William Davis,,1,False,True,0,False,False
15978,SB 1763,102nd,upper,2021-02-26,Neil Anderson,,1,False,True,0,False,False
15979,HB 5579,102nd,lower,2022-01-28,Jim Durkin,,1,False,True,0,False,False
15980,SB 2366,102nd,upper,2021-02-26,Don Harmon,,2,False,True,0,False,False
15981,SB 236,102nd,upper,2021-02-17,Emil Jones III,,1,False,True,0,False,False
15982,SB 3894,102nd,upper,2022-01-21,Don Harmon,,1,False,True,1,False,False
15983,HB 2751,102nd,lower,2021-02-18,Kathleen Willis,,1,False,True,0,False,False
15984,HB 4002,102nd,lower,2021-02-26,Sonya Harper,,1,False,True,0,False,False
15985,HB 937,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15986,SB 1230,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
15987,HB 1353,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15988,SB 3439,102nd,upper,2022-01-18,Cristina Castro,,1,False,True,0,False,False
15989,SB 238,102nd,upper,2021-02-17,Emil Jones III,,1,False,True,0,False,False
15990,HB 2187,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
15991,SB 36,102nd,upper,2021-01-29,Don Harmon,,1,False,True,1,False,False
15992,HB 2186,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
15993,HB 1027,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15994,SB 2469,102nd,upper,2021-02-26,Ram Villivalam,,1,False,True,1,False,False
15995,HB 5547,102nd,lower,2022-01-28,Lamont Robinson,,1,False,True,0,False,False
15996,HB 1286,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15997,HB 2681,102nd,lower,2021-02-18,Greg Harris,,2,False,True,0,False,False
15998,HB 1413,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15999,HB 52,102nd,lower,2021-01-13,Don Harmon,Jaime Andrade Jr,10,False,True,2,True,False
16000,HB 4260,102nd,lower,2021-12-07,Sara Feigenholtz,William Davis,2,False,True,1,True,False
16001,HB 181,102nd,lower,2021-01-19,Mary Flowers,,4,False,True,0,False,False
16002,HB 1232,102nd,lower,2021-02-11,Emanuel Welch,,2,False,True,1,False,False
16003,SB 3145,102nd,upper,2022-01-12,Don Harmon,,2,False,True,1,False,False
16004,HB 2350,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
16005,HB 2072,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
16006,SB 3585,102nd,upper,2022-01-19,Don Harmon,,1,False,True,0,False,False
16007,SB 1550,102nd,upper,2021-02-26,Mattie Hunter,,3,False,True,0,False,False
16008,SB 1125,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
16009,SB 3646,102nd,upper,2022-01-21,John Curran,,1,False,True,0,False,False
16010,HB 4436,102nd,lower,2022-01-10,LaToya Greenwood,,2,False,True,0,False,False
16011,SB 3343,102nd,upper,2022-01-14,Dan McConchie,,1,False,True,0,False,False
16012,HB 1283,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16013,SB 1165,102nd,upper,2021-02-25,David Koehler,,19,False,True,1,False,False
16014,SB 485,102nd,upper,2021-02-23,Cristina Castro,,1,False,True,0,False,False
16015,HB 526,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
16016,HB 1631,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16017,HB 2119,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
16018,HB 3510,102nd,lower,2021-02-19,Edgar Gonzalez Jr,,1,False,True,0,False,False
16019,SB 2742,102nd,upper,2021-02-26,Don Harmon,,1,False,True,1,False,False
16020,HB 4985,102nd,lower,2022-01-26,Tim Butler,,1,False,True,0,False,False
16021,SB 3038,102nd,upper,2022-01-05,Robert Peters,,4,False,True,0,False,False
16022,HB 3779,102nd,lower,2021-02-19,Maura Hirschauer,,1,False,True,0,False,False
16023,SB 2006,102nd,upper,2021-02-26,David Koehler,,3,False,True,1,False,False
16024,SB 2900,102nd,upper,2021-05-18,Darren Bailey,,1,False,True,0,False,False
16025,HB 74,102nd,lower,2021-01-13,Mary Flowers,,1,False,True,0,False,False
16026,SB 4227,102nd,upper,2022-11-14,Christopher Belt,,1,False,True,0,False,False
16027,HB 1672,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16028,HB 5468,102nd,lower,2022-01-28,William Davis,,1,False,True,0,False,False
16029,HB 1763,102nd,lower,2021-02-11,Paul Jacobs,,1,False,True,0,False,False
16030,SB 1796,102nd,upper,2021-02-26,Robert Martwick,,3,False,True,1,False,False
16031,HB 1628,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16032,SB 917,102nd,upper,2021-02-25,Mike Simmons,,1,False,True,1,False,False
16033,HB 388,102nd,lower,2021-01-29,Marcus Evans Jr,,1,False,True,0,False,False
16034,HB 5162,102nd,lower,2022-01-27,Ram Villivalam,Sam Yingling,57,False,True,1,True,False
16035,SB 2615,102nd,upper,2021-02-26,Dan McConchie,,1,False,True,1,False,False
16036,SB 1265,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
16037,SB 2467,102nd,upper,2021-02-26,Ram Villivalam,,1,False,True,0,False,False
16038,SB 1313,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
16039,HB 2089,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
16040,HB 3511,102nd,lower,2021-02-19,La Ford,,1,False,True,0,False,False
16041,SB 3998,102nd,upper,2022-01-21,Cristina Zayas,,1,False,True,0,False,False
16042,SB 2268,102nd,upper,2021-02-26,Donald DeWitte,,2,False,True,0,False,False
16043,HB 2602,102nd,lower,2021-02-17,Ryan Spain,,4,False,True,0,False,False
16044,HB 255,102nd,lower,2021-01-25,Kambium Buckner,,4,False,True,0,False,False
16045,SB 3468,102nd,upper,2022-01-19,Robert Peters,,1,False,True,0,False,False
16046,SB 2039,102nd,upper,2021-02-26,Craig Wilcox,,1,False,True,0,False,False
16047,HB 4079,102nd,lower,2021-05-12,Marcus Evans Jr,,3,False,True,0,False,False
16048,HB 3677,102nd,lower,2021-02-19,Dan Caulkins,,2,False,True,0,False,False
16049,SB 1807,102nd,upper,2021-02-26,Chapin Rose,,1,False,True,0,False,False
16050,HB 514,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
16051,HB 5557,102nd,lower,2022-01-28,Ann Williams,,1,False,True,0,False,False
16052,SB 4171,102nd,upper,2022-02-15,Don Harmon,,1,False,True,0,False,False
16053,SB 3057,102nd,upper,2022-01-05,Darren Bailey,,1,False,True,0,False,False
16054,HB 4590,102nd,lower,2022-01-18,Patrick Windhorst,,1,False,True,1,False,False
16055,HB 1134,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16056,SB 2060,102nd,upper,2021-02-26,Brian Stewart,,1,False,True,0,False,False
16057,HB 2866,102nd,lower,2021-02-18,William Davis,,1,False,True,0,False,False
16058,HB 2744,102nd,lower,2021-02-18,Adriane Johnson,Robert Rita,2,False,True,1,True,False
16059,SB 2588,102nd,upper,2021-02-26,Dan McConchie,,1,False,True,1,False,False
16060,HB 3343,102nd,lower,2021-02-19,Andrew Chesney,,1,False,True,0,False,False
16061,SB 3870,102nd,upper,2022-01-21,David Koehler,,1,False,True,0,False,False
16062,HB 3172,102nd,lower,2021-02-18,Michael Halpin,,1,False,True,0,False,False
16063,HB 3473,102nd,lower,2021-02-19,Michael Halpin,,1,False,True,0,False,False
16064,HB 520,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
16065,SB 1344,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
16066,HB 3031,102nd,lower,2021-02-18,Donald DeWitte,Keith Wheeler,7,False,True,1,True,False
16067,SB 3617,102nd,upper,2022-01-19,Deb Conroy,Laura Fine,33,True,True,4,True,True
16068,HB 2505,102nd,lower,2021-02-17,Daniel Didech,,1,False,True,0,False,False
16069,HB 5297,102nd,lower,2022-01-27,Steven Reick,,1,False,True,0,False,False
16070,HB 4713,102nd,lower,2022-01-21,Lawrence Walsh Jr,,1,False,True,2,True,False
16071,HB 2324,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
16072,SB 1289,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
16073,SB 324,102nd,upper,2021-02-19,Laura Murphy,,1,False,True,0,False,False
16074,SB 2830,102nd,upper,2021-03-09,Don Harmon,,1,False,True,0,False,False
16075,HB 4310,102nd,lower,2021-12-28,Charles Meier,,2,False,True,0,False,False
16076,HB 2996,102nd,lower,2021-02-18,Dave Severin,,1,False,True,0,False,False
16077,HB 3565,102nd,lower,2021-02-19,Fred Crespo,,5,False,True,1,False,False
16078,HB 863,102nd,lower,2021-02-10,Joyce Mason,,2,False,True,0,False,False
16079,HB 1474,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16080,HB 5281,102nd,lower,2022-01-27,Charles Meier,,2,False,True,0,False,False
16081,HB 5311,102nd,lower,2022-01-28,Joyce Mason,,1,False,True,0,False,False
16082,SB 2592,102nd,upper,2021-02-26,Dan McConchie,,1,False,True,1,False,False
16083,SB 2964,102nd,upper,2021-12-15,Laura Murphy,,2,False,True,0,False,False
16084,HB 3908,102nd,lower,2021-02-19,Michelle Mussman,,2,False,True,0,False,False
16085,HB 4437,102nd,lower,2022-01-10,Delia Ramirez,,13,False,True,0,False,False
16086,HB 5239,102nd,lower,2022-01-27,Keith Wheeler,,2,False,True,0,False,False
16087,HB 1210,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16088,HB 3040,102nd,lower,2021-02-18,Keith Wheeler,,1,False,True,0,False,False
16089,HB 1460,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16090,HB 5425,102nd,lower,2022-01-28,Justin Slaughter,,1,False,True,0,False,False
16091,HB 643,102nd,lower,2021-02-04,Rita Mayfield,,1,False,True,0,False,False
16092,HB 4428,102nd,lower,2022-01-10,Michael Zalewski,,4,False,True,0,False,False
16093,HB 535,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
16094,SB 876,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
16095,HB 1695,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16096,HB 1683,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16097,HB 3057,102nd,lower,2021-02-18,Camille Lilly,,1,False,True,0,False,False
16098,HB 5160,102nd,lower,2022-01-27,Lawrence Walsh Jr,,1,False,True,0,False,False
16099,SB 1072,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
16100,HB 4783,102nd,lower,2022-01-24,Keith Wheeler,Suzanne Hilton,4,True,True,2,True,True
16101,SB 1895,102nd,upper,2021-02-26,John Curran,,1,False,True,0,False,False
16102,HB 873,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16103,HB 4750,102nd,lower,2022-01-24,Don Harmon,Joyce Mason,2,False,True,1,True,False
16104,HB 4761,102nd,lower,2022-01-24,Dan Caulkins,,1,False,True,0,False,False
16105,HB 4766,102nd,lower,2022-01-24,Patrick Joyce,Tony McCombie,32,True,True,2,True,True
16106,SB 1398,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
16107,HB 1519,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16108,HB 4746,102nd,lower,2022-01-24,Dave Severin,,7,False,True,0,False,False
16109,HB 4760,102nd,lower,2022-01-24,La Ford,,1,False,True,0,False,False
16110,HB 4770,102nd,lower,2022-01-24,Rita Mayfield,,3,False,True,0,False,False
16111,HB 4790,102nd,lower,2022-01-24,Deb Conroy,,1,False,True,0,False,False
16112,HB 1520,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16113,SB 209,102nd,upper,2021-02-17,Robert Martwick,,1,False,True,0,False,False
16114,HB 3823,102nd,lower,2021-02-19,Doris Turner,Sue Scherer,5,True,True,1,True,True
16115,SB 4047,102nd,upper,2022-01-21,Don Harmon,,1,False,True,0,False,False
16116,SB 4046,102nd,upper,2022-01-21,Don Harmon,,1,False,True,0,False,False
16117,SB 1687,102nd,upper,2021-02-26,Don Harmon,,1,False,True,0,False,False
16118,HB 218,102nd,lower,2021-01-21,Barbara Hernandez,,4,False,True,0,False,False
16119,SB 3131,102nd,upper,2022-01-11,Sara Feigenholtz,,1,False,True,0,False,False
16120,HB 3617,102nd,lower,2021-02-19,Justin Slaughter,,1,False,True,1,False,False
16121,HB 4071,102nd,lower,2021-04-22,Tom Weber,,14,False,True,1,False,False
16122,HB 4611,102nd,lower,2022-01-19,Deanne Mazzochi,,2,False,True,0,False,False
16123,HB 3756,102nd,lower,2021-02-19,Charles Meier,,1,False,True,1,True,False
16124,HB 3676,102nd,lower,2021-02-19,Eva Delgado,,2,False,True,0,False,False
16125,HB 1737,102nd,lower,2021-02-11,Don Harmon,Marcus Evans Jr,2,False,True,1,True,False
16126,HB 4387,102nd,lower,2022-01-07,Robyn Gabel,,1,False,True,0,False,False
16127,SB 3532,102nd,upper,2022-01-19,Don Harmon,,1,False,True,0,False,False
16128,SB 3096,102nd,upper,2022-01-11,Don Harmon,Kambium Buckner,9,True,True,2,True,True
16129,SB 3659,102nd,upper,2022-01-21,Cristina Castro,,16,False,True,0,False,False
16130,SB 3925,102nd,upper,2022-01-21,Lamont Robinson,Laura Fine,22,True,True,2,True,True
16131,SB 3895,102nd,upper,2022-01-21,Ann Gillespie,Will Guzzardi,3,True,True,2,True,True
16132,SB 4167,102nd,upper,2022-02-15,Don Harmon,,1,False,True,0,False,False
16133,SB 4166,102nd,upper,2022-02-15,Don Harmon,,1,False,True,0,False,False
16134,SB 3163,102nd,upper,2022-01-12,Katie Stuart,Rachelle Crowe,4,True,True,2,True,True
16135,SB 3965,102nd,upper,2022-01-21,Julie Morrison,,1,False,True,0,False,False
16136,SB 4172,102nd,upper,2022-02-15,Don Harmon,,1,False,True,0,False,False
16137,SB 4170,102nd,upper,2022-02-15,Don Harmon,,1,False,True,0,False,False
16138,SB 4169,102nd,upper,2022-02-15,Don Harmon,,1,False,True,0,False,False
16139,HB 5692,102nd,lower,2022-02-15,Greg Harris,,1,False,True,0,False,False
16140,HB 5397,102nd,lower,2022-01-28,Mark Luft,,1,False,True,0,False,False
16141,SB 3095,102nd,upper,2022-01-11,Don Harmon,,1,False,True,0,False,False
16142,SB 2417,102nd,upper,2021-02-26,Napoleon Harris,,1,False,True,0,False,False
16143,SB 4219,102nd,upper,2022-11-14,Laura Fine,,1,False,True,0,False,False
16144,SB 2621,102nd,upper,2021-02-26,Chapin Rose,,1,False,True,1,False,False
16145,SB 3252,102nd,upper,2022-01-14,Dan McConchie,,1,False,True,0,False,False
16146,HB 4954,102nd,lower,2022-01-25,Lakesia Collins,,1,False,True,0,False,False
16147,SB 4060,102nd,upper,2022-02-01,Don Harmon,,1,False,True,0,False,False
16148,SB 2569,102nd,upper,2021-02-26,Don Harmon,,2,False,True,0,False,False
16149,SB 1554,102nd,upper,2021-02-26,Mattie Hunter,,1,False,True,0,False,False
16150,HB 1380,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16151,SB 268,102nd,upper,2021-02-17,Celina Villanueva,,1,False,True,0,False,False
16152,HB 1113,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16153,HB 4726,102nd,lower,2022-01-21,Keith Wheeler,,2,False,True,0,False,False
16154,SB 807,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
16155,HB 2592,102nd,lower,2021-02-17,La Ford,,1,False,True,0,False,False
16156,SB 1024,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
16157,SB 2125,102nd,upper,2021-02-26,Robert Peters,,4,False,True,0,False,False
16158,HB 5863,102nd,lower,2023-01-04,Lakesia Collins,,1,False,True,0,False,False
16159,SB 4019,102nd,upper,2022-01-21,Cristina Castro,,1,False,True,0,False,False
16160,HB 4904,102nd,lower,2022-01-25,David Welter,,1,False,True,1,False,False
16161,SB 2859,102nd,upper,2021-03-09,Don Harmon,,1,False,True,0,False,False
16162,SB 2051,102nd,upper,2021-02-26,Omar Aquino,,2,False,True,0,False,False
16163,SB 1986,102nd,upper,2021-02-26,Celina Villanueva,,1,False,True,0,False,False
16164,SB 3636,102nd,upper,2022-01-19,Jil Tracy,,18,False,True,0,False,False
16165,HB 670,102nd,lower,2021-02-05,Marcus Evans Jr,,1,False,True,0,False,False
16166,HB 3433,102nd,lower,2021-02-19,Bob Morgan,,1,False,True,0,False,False
16167,HB 5161,102nd,lower,2022-01-27,Sam Yingling,,1,False,True,1,False,False
16168,SB 2271,102nd,upper,2021-02-26,Brian Stewart,,1,False,True,0,False,False
16169,HB 612,102nd,lower,2021-02-04,Jehan Booth,,1,False,True,0,False,False
16170,HB 2932,102nd,lower,2021-02-18,Chris Bos,,5,False,True,0,False,False
16171,HB 521,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
16172,SB 2776,102nd,upper,2021-02-26,Don Harmon,,1,False,True,1,False,False
16173,HB 559,102nd,lower,2021-02-02,Jim Durkin,,5,False,True,1,False,False
16174,HB 5081,102nd,lower,2022-01-26,Michael Zalewski,,1,False,True,0,False,False
16175,HB 1026,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
16176,HB 2232,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
16177,SB 1626,102nd,upper,2021-02-26,Doris Turner,,2,False,True,0,False,False
16178,HB 2006,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
16179,HB 4438,102nd,lower,2022-01-10,Bob Morgan,,14,False,True,0,False,False
16180,SB 771,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
16181,HB 5775,102nd,lower,2022-07-26,La Ford,,1,False,True,0,False,False
16182,HB 3444,102nd,lower,2021-02-19,Janet Rohr,,3,False,True,0,False,False
16183,SB 3665,102nd,upper,2022-01-21,Michael Hastings,,1,False,True,0,False,False
16184,SB 2388,102nd,upper,2021-02-26,Laura Fine,,1,False,True,0,False,False
16185,SB 2599,102nd,upper,2021-02-26,Dan McConchie,,1,False,True,1,False,False
16186,SB 2863,102nd,upper,2021-03-09,Don Harmon,,1,False,True,0,False,False
16187,HB 5756,102nd,lower,2022-05-23,Suzanne Ness,,1,False,True,0,False,False
16188,HB 5669,102nd,lower,2022-02-04,Greg Harris,,2,False,True,0,False,False
16189,SB 885,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
16190,HB 3176,102nd,lower,2021-02-18,Sam Yingling,,1,False,True,0,False,False
16191,HB 3221,102nd,lower,2021-02-19,Katie Stuart,,4,False,True,0,False,False
16192,SB 286,102nd,upper,2021-02-19,Don Harmon,,1,False,True,0,False,False
16193,SB 2985,102nd,upper,2022-01-05,Jacqueline Collins,,5,False,True,0,False,False
16194,HB 4712,102nd,lower,2022-01-21,Fran Hurley,,1,False,True,0,False,False
16195,SB 2291,102nd,upper,2021-02-26,Don Harmon,,18,False,True,1,False,False
16196,SB 2123,102nd,upper,2021-02-26,Robert Peters,,3,False,True,0,False,False
16197,HB 5178,102nd,lower,2022-01-27,Carol Ammons,,3,False,True,0,False,False
16198,SB 4153,102nd,upper,2022-02-09,Chapin Rose,,17,False,True,0,False,False
16199,HB 2874,102nd,lower,2021-02-18,Andrew Chesney,,2,False,True,0,False,False
16200,HB 2974,102nd,lower,2021-02-18,Tom Morrison,,1,False,True,0,False,False
16201,SB 4229,102nd,upper,2022-11-14,Christopher Belt,,4,False,True,0,False,False
16202,HB 243,102nd,lower,2021-01-25,Robyn Gabel,,1,False,True,0,False,False
